Customer_ID,Signup_Date,Plan,Contract_Type,Industry,Acquisition_Channel,Monthly_Spend_USD,Tenure_Months,Num_Users,Logins_Per_Month,Features_Used,API_Calls_Monthly,Support_Tier,Support_Tickets_6M,Days_Since_Last_Login,Payment_Failures,NPS_Score,Churned
CUST-02840,2023-01-14,Enterprise,Monthly,Healthcare,Organic Search,625.53,2,11,16,15,5283,Basic,3,34,0,8,0
CUST-02841,2023-01-06,Business,Monthly,Retail,Partner,301.26,4,40,10,17,41622,Basic,2,3,0,9,0
CUST-02842,2024-01-01,Business,Monthly,Manufacturing,Paid Search,234.24,1,3,17,12,4439,Basic,2,33,0,10,0
CUST-02843,2023-12-18,Starter,Annual,Finance,Referral,35.05,5,7,15,15,1852,Standard,4,17,0,10,0
CUST-02844,2023-09-10,Starter,Two-Year,Legal,Partner,30.39,1,6,23,7,3370,Standard,1,32,0,8,0
CUST-02845,2023-09-17,Business,Annual,Healthcare,Organic Search,236.36,5,21,17,19,14537,Premium,3,13,0,7,0
CUST-02846,2023-11-26,Professional,Monthly,Retail,Organic Search,97.32,6,5,23,20,2293,Basic,0,7,0,7,1
CUST-02847,2022-10-28,Professional,Monthly,Retail,Referral,101.76,13,2,27,20,4510,Standard,2,6,1,7,0
CUST-02848,2022-10-15,Business,Monthly,Retail,Organic Search,228.72,5,15,12,4,43346,Standard,1,17,1,1,1
CUST-02849,2022-01-06,Business,Monthly,Education,Organic Search,239.39,1,35,22,13,28097,Standard,1,18,0,8,0
CUST-02850,2022-11-19,Starter,Monthly,Legal,Partner,26.6,16,4,26,17,237,Basic,3,2,0,8,1
CUST-02851,2022-02-14,Professional,Monthly,Manufacturing,Organic Search,127.16,19,10,12,10,3802,Basic,3,0,0,8,0
CUST-02852,2023-06-04,Enterprise,Monthly,Legal,Direct,572.31,11,26,26,17,44931,Basic,2,15,1,2,0
CUST-02853,2023-02-13,Professional,Monthly,Finance,Social Media,89.55,3,1,17,6,3026,Basic,2,11,0,5,0
CUST-02854,2023-04-06,Starter,Monthly,Finance,Organic Search,32.43,10,5,20,20,4994,Standard,3,10,0,10,0
CUST-02855,2023-07-27,Starter,Monthly,Marketing,Direct,26.82,1,5,24,17,3735,Standard,1,14,2,1,1
CUST-02856,2024-03-26,Enterprise,Monthly,Legal,Direct,598.21,2,30,13,13,3924,Basic,2,3,0,4,0
CUST-02857,2024-01-15,Business,Monthly,Education,Organic Search,266.17,4,41,31,10,14586,Standard,3,14,0,9,0
CUST-02858,2023-10-20,Business,Annual,Retail,Paid Search,245.18,6,9,23,17,34570,Basic,4,26,3,5,1
CUST-02859,2022-08-29,Starter,Annual,Manufacturing,Organic Search,32.37,21,2,19,6,978,Standard,1,17,0,6,1
CUST-02860,2022-07-21,Professional,Monthly,Manufacturing,Partner,127.33,4,3,22,8,319,Basic,7,3,0,10,0
CUST-02861,2023-03-28,Starter,Monthly,Education,Referral,29.68,9,7,26,1,941,Basic,1,11,0,8,0
CUST-02862,2023-06-08,Starter,Annual,Marketing,Direct,33.06,11,6,13,11,2814,Standard,1,50,0,5,1
CUST-02863,2023-09-14,Professional,Monthly,Manufacturing,Organic Search,96.01,1,7,33,20,2222,Basic,2,14,0,1,0
CUST-02864,2024-01-05,Starter,Monthly,Legal,Referral,28.74,2,9,10,8,1105,Standard,0,19,0,9,0
CUST-02865,2022-09-16,Professional,Annual,Legal,Organic Search,95.24,14,7,18,3,494,Basic,3,10,0,7,0
CUST-02866,2023-05-18,Professional,Monthly,Healthcare,Referral,111.26,11,10,15,14,1193,Basic,2,20,0,6,0
CUST-02867,2023-02-27,Starter,Annual,Legal,Referral,26.99,10,1,21,3,2332,Standard,2,7,0,1,0
CUST-02868,2022-12-31,Starter,Monthly,Education,Paid Search,33.03,11,5,15,2,447,Basic,6,18,1,9,1
CUST-02869,2024-02-17,Business,Monthly,Technology,Direct,273.0,2,21,15,5,22274,Standard,6,5,0,9,0
CUST-02870,2023-05-27,Professional,Monthly,Retail,Organic Search,125.95,13,7,11,12,3275,Standard,1,28,0,2,1
CUST-02871,2022-05-01,Business,Two-Year,Healthcare,Organic Search,264.34,16,17,15,5,23435,Basic,4,37,0,1,1
CUST-02872,2022-11-14,Enterprise,Monthly,Education,Referral,756.69,19,27,19,5,28249,Standard,3,34,0,6,0
CUST-02873,2022-09-27,Starter,Annual,Healthcare,Partner,31.89,3,1,11,17,3063,Standard,0,12,0,6,0
CUST-02874,2022-12-18,Enterprise,Annual,Manufacturing,Partner,670.74,12,37,12,2,17060,Standard,2,4,1,6,0
CUST-02875,2022-06-18,Business,Annual,Technology,Direct,276.83,8,7,23,9,47745,Basic,0,4,0,4,0
CUST-02876,2022-10-29,Professional,Annual,Retail,Organic Search,108.7,10,3,18,12,3740,Standard,4,27,0,8,0
CUST-02877,2023-04-29,Business,Two-Year,Finance,Paid Search,229.46,8,41,23,9,40655,Basic,2,20,0,9,0
CUST-02878,2023-10-05,Starter,Monthly,Technology,Organic Search,35.32,2,10,20,18,2388,Basic,3,1,0,3,1
CUST-02879,2022-05-12,Starter,Monthly,Finance,Paid Search,33.48,17,9,23,20,3848,Premium,6,1,2,1,1
CUST-02880,2023-01-08,Professional,Monthly,Healthcare,Paid Search,91.93,16,9,19,8,2166,Standard,6,4,1,6,1
CUST-02881,2022-09-29,Starter,Monthly,Technology,Referral,35.04,9,8,7,17,164,Basic,3,1,0,4,0
CUST-02882,2022-11-27,Professional,Monthly,Education,Direct,113.27,15,10,10,16,1714,Premium,1,3,0,2,1
CUST-02883,2022-06-05,Business,Monthly,Healthcare,Paid Search,242.28,4,17,22,18,33110,Standard,6,33,0,8,0
CUST-02884,2022-01-26,Professional,Monthly,Marketing,Partner,103.75,20,1,22,5,3152,Standard,3,7,0,3,1
CUST-02885,2022-05-14,Business,Two-Year,Marketing,Social Media,300.09,14,1,33,20,34424,Basic,7,60,0,8,0
CUST-02886,2023-03-28,Enterprise,Annual,Manufacturing,Social Media,717.0,10,22,7,7,40653,Standard,3,56,1,7,0
CUST-02887,2023-01-06,Professional,Annual,Education,Organic Search,93.41,9,10,15,17,2968,Basic,2,2,0,10,0
CUST-02888,2023-03-06,Business,Monthly,Healthcare,Paid Search,298.04,12,47,23,6,31566,Premium,2,8,1,8,0
CUST-02889,2023-10-21,Business,Monthly,Retail,Organic Search,273.32,6,14,14,15,37626,Premium,2,70,0,4,1
CUST-02890,2022-03-07,Business,Monthly,Legal,Referral,256.92,20,30,19,12,41317,Basic,0,7,1,2,0
CUST-02891,2022-11-12,Business,Annual,Marketing,Direct,241.18,19,34,25,2,327,Basic,5,5,2,3,1
CUST-02892,2022-04-08,Starter,Monthly,Technology,Paid Search,33.64,20,4,25,13,4899,Basic,2,15,0,9,0
CUST-02893,2023-05-25,Business,Two-Year,Legal,Referral,240.81,5,12,23,17,44323,Standard,2,38,0,6,0
CUST-02894,2024-03-23,Business,Monthly,Manufacturing,Organic Search,240.39,1,43,10,15,21310,Basic,4,9,0,4,1
CUST-02895,2024-03-29,Starter,Annual,Legal,Referral,33.16,1,6,24,6,2152,Standard,3,78,0,9,0
CUST-02896,2023-05-20,Enterprise,Monthly,Healthcare,Direct,710.79,8,29,16,14,34599,Basic,1,4,0,8,0
CUST-02897,2022-05-02,Business,Monthly,Technology,Partner,239.64,26,6,21,15,8557,Premium,1,14,0,8,0
CUST-02898,2022-03-21,Starter,Monthly,Legal,Direct,34.71,20,8,21,1,755,Standard,2,21,0,1,1
CUST-02899,2023-11-01,Business,Monthly,Marketing,Social Media,224.2,6,45,21,15,24257,Basic,4,18,0,7,0
CUST-02900,2023-05-07,Starter,Annual,Healthcare,Referral,27.72,5,6,11,14,4256,Basic,1,33,1,1,0
CUST-02901,2022-11-01,Starter,Annual,Finance,Organic Search,28.93,14,8,12,14,800,Standard,3,28,0,6,0
CUST-02902,2022-11-26,Professional,Annual,Education,Organic Search,122.22,7,10,12,16,4326,Basic,1,7,0,7,0
CUST-02903,2022-12-27,Enterprise,Monthly,Manufacturing,Organic Search,731.52,2,4,19,13,7979,Basic,1,9,0,1,0
CUST-02904,2022-05-02,Professional,Monthly,Manufacturing,Referral,102.23,4,10,25,15,4987,Basic,4,18,0,4,0
CUST-02905,2023-09-29,Starter,Annual,Technology,Social Media,31.24,7,5,20,3,1218,Basic,2,7,0,9,0
CUST-02906,2023-04-26,Business,Monthly,Finance,Paid Search,277.99,8,14,26,12,40745,Basic,1,8,0,9,0
CUST-02907,2023-05-30,Professional,Two-Year,Retail,Organic Search,96.11,3,1,18,3,2657,Basic,0,34,0,6,0
CUST-02908,2024-04-01,Starter,Two-Year,Legal,Social Media,37.63,1,3,12,3,2683,Basic,0,3,2,9,1
CUST-02909,2023-02-20,Enterprise,Monthly,Healthcare,Referral,582.83,10,29,9,14,21368,Basic,2,1,0,5,0
CUST-02910,2023-08-07,Business,Monthly,Retail,Social Media,245.67,7,35,11,8,7743,Premium,1,2,0,10,1
CUST-02911,2022-01-24,Business,Annual,Education,Direct,262.07,1,39,14,10,28325,Standard,1,0,0,5,1
CUST-02912,2024-02-18,Business,Monthly,Education,Direct,230.57,2,32,9,3,40779,Premium,1,1,0,3,0
CUST-02913,2023-03-13,Professional,Annual,Technology,Referral,89.94,11,9,10,10,2525,Premium,1,2,1,7,0
CUST-02914,2023-04-23,Business,Annual,Finance,Direct,233.66,11,18,13,1,26819,Premium,4,18,0,8,0
CUST-02915,2023-07-22,Starter,Two-Year,Education,Partner,32.12,3,1,16,20,3929,Basic,2,3,3,10,0
CUST-02916,2022-08-25,Professional,Monthly,Retail,Organic Search,100.38,2,2,22,3,3664,Basic,1,0,0,9,1
CUST-02917,2023-03-06,Starter,Two-Year,Healthcare,Referral,29.62,9,10,23,17,1735,Basic,0,37,0,6,0
CUST-02918,2023-02-18,Starter,Two-Year,Retail,Paid Search,27.68,8,10,15,5,3629,Premium,2,3,0,8,0
CUST-02919,2022-06-19,Professional,Two-Year,Finance,Organic Search,111.96,14,6,14,9,1626,Standard,1,2,0,5,0
CUST-02920,2022-11-17,Starter,Monthly,Manufacturing,Paid Search,33.45,11,5,12,12,840,Basic,2,41,1,9,1
CUST-02921,2023-04-27,Enterprise,Two-Year,Technology,Social Media,576.74,6,14,19,8,7694,Basic,3,26,1,3,0
CUST-02922,2022-09-15,Enterprise,Monthly,Healthcare,Referral,591.9,5,37,28,16,37755,Premium,0,33,2,6,1
CUST-02923,2023-03-07,Starter,Monthly,Marketing,Referral,28.68,9,9,6,10,4247,Basic,2,14,0,5,0
CUST-02924,2024-01-23,Professional,Monthly,Manufacturing,Referral,109.67,3,10,10,15,190,Standard,2,6,0,3,1
CUST-02925,2022-03-03,Professional,Monthly,Marketing,Social Media,97.72,12,3,22,5,1661,Premium,1,59,3,2,0
CUST-02926,2022-07-22,Professional,Monthly,Manufacturing,Referral,89.9,5,4,20,4,2339,Premium,2,6,0,8,0
CUST-02927,2023-11-23,Professional,Annual,Retail,Referral,116.74,4,2,17,15,4834,Standard,1,27,0,8,1
CUST-02928,2023-07-07,Enterprise,Annual,Healthcare,Referral,618.83,10,46,9,8,43185,Premium,3,39,1,7,0
CUST-02929,2023-10-23,Business,Monthly,Legal,Paid Search,260.33,8,19,17,4,10389,Standard,3,14,0,7,1
CUST-02930,2024-03-01,Enterprise,Annual,Education,Referral,696.47,4,9,19,4,13742,Standard,6,3,0,8,0
CUST-02931,2023-08-07,Enterprise,Annual,Retail,Referral,549.73,10,17,20,3,2420,Premium,0,4,0,9,0
CUST-02932,2023-08-20,Professional,Monthly,Legal,Organic Search,91.9,9,3,34,17,3057,Standard,1,2,1,2,1
CUST-02933,2023-10-29,Professional,Annual,Finance,Paid Search,103.37,7,1,19,20,2458,Basic,2,24,0,4,0
CUST-02934,2022-01-02,Professional,Annual,Legal,Referral,112.16,22,9,16,3,29,Basic,1,23,0,5,0
CUST-02935,2024-03-09,Enterprise,Monthly,Technology,Social Media,707.78,2,22,16,9,17825,Basic,1,11,0,8,0
CUST-02936,2023-12-29,Starter,Annual,Manufacturing,Direct,31.11,4,4,17,3,4811,Basic,6,3,0,9,0
CUST-02937,2024-02-29,Professional,Monthly,Manufacturing,Paid Search,100.86,4,7,20,6,960,Standard,3,58,1,9,1
CUST-02938,2023-09-05,Business,Annual,Retail,Organic Search,271.16,2,11,18,12,40574,Standard,1,0,0,5,0
CUST-02939,2023-05-17,Starter,Monthly,Healthcare,Paid Search,28.57,9,1,17,6,2002,Premium,0,8,1,8,0
CUST-02940,2023-09-18,Professional,Annual,Technology,Paid Search,123.67,3,1,27,4,3121,Basic,2,10,0,8,0
CUST-02941,2022-12-19,Professional,Monthly,Healthcare,Partner,111.53,8,1,7,15,4931,Standard,2,3,1,3,1
CUST-02942,2022-01-19,Professional,Annual,Retail,Referral,95.28,3,1,25,1,4634,Standard,1,10,1,9,0
CUST-02943,2024-02-13,Professional,Two-Year,Legal,Referral,89.29,3,2,13,13,293,Premium,1,6,0,8,0
CUST-02944,2023-12-14,Starter,Monthly,Technology,Paid Search,34.72,6,4,22,8,1974,Premium,2,36,0,6,0
CUST-02945,2022-03-11,Business,Monthly,Education,Direct,266.05,2,37,25,13,7832,Basic,0,11,1,1,1
CUST-02946,2023-11-05,Business,Monthly,Technology,Social Media,257.76,2,29,17,2,38436,Standard,1,9,0,3,1
CUST-02947,2023-11-28,Professional,Annual,Legal,Paid Search,97.08,4,4,6,8,3144,Basic,1,2,2,9,0
CUST-02948,2022-11-24,Starter,Monthly,Technology,Referral,28.67,17,1,14,4,3210,Basic,2,36,0,7,1
CUST-02949,2023-02-05,Professional,Monthly,Technology,Partner,98.65,12,1,22,19,2094,Standard,5,4,1,6,0
CUST-02950,2023-02-02,Business,Two-Year,Finance,Organic Search,296.44,10,33,12,20,1393,Basic,2,7,0,3,0
CUST-02951,2023-09-11,Starter,Annual,Legal,Referral,33.06,1,10,14,16,2859,Basic,3,31,0,6,0
CUST-02952,2023-04-18,Professional,Annual,Marketing,Direct,95.5,8,5,25,4,3206,Standard,4,10,0,3,0
CUST-02953,2023-09-11,Professional,Monthly,Marketing,Paid Search,100.34,7,9,26,6,83,Basic,4,19,0,1,0
CUST-02954,2022-08-21,Professional,Two-Year,Marketing,Organic Search,108.35,13,8,23,10,724,Basic,2,26,0,3,0
CUST-02955,2023-03-25,Business,Two-Year,Marketing,Organic Search,235.55,5,19,21,19,24130,Basic,1,54,2,9,1
CUST-02956,2022-12-25,Business,Annual,Manufacturing,Organic Search,321.71,10,21,22,9,8862,Standard,2,11,0,3,0
CUST-02957,2022-01-26,Professional,Annual,Finance,Paid Search,90.61,19,1,6,9,3527,Standard,0,29,0,8,0
CUST-02958,2022-03-02,Professional,Monthly,Legal,Organic Search,106.51,26,3,21,6,2749,Basic,4,23,0,4,1
CUST-02959,2023-07-14,Starter,Two-Year,Marketing,Paid Search,30.99,1,2,21,12,2178,Standard,1,16,0,2,0
CUST-02960,2022-10-02,Professional,Annual,Finance,Social Media,90.53,18,8,10,20,1672,Basic,5,1,0,10,0
CUST-02961,2024-02-21,Enterprise,Two-Year,Legal,Referral,545.4,2,23,26,4,8953,Standard,1,47,0,7,0
CUST-02962,2022-09-23,Professional,Annual,Marketing,Paid Search,126.42,15,6,9,18,2142,Premium,3,11,0,1,1
CUST-02963,2023-08-11,Business,Annual,Finance,Paid Search,254.55,10,1,18,17,28306,Basic,2,0,0,3,0
CUST-02964,2023-11-24,Business,Monthly,Finance,Paid Search,234.76,7,22,20,1,16129,Basic,4,8,1,9,1
CUST-02965,2023-07-31,Professional,Two-Year,Technology,Referral,127.3,9,3,11,20,349,Premium,4,6,0,6,0
CUST-02966,2023-07-09,Professional,Annual,Technology,Organic Search,124.33,4,9,22,1,856,Standard,3,2,0,8,0
CUST-02967,2023-10-25,Starter,Monthly,Technology,Paid Search,34.09,2,8,10,19,3753,Basic,2,10,3,6,1
CUST-02968,2023-03-23,Starter,Monthly,Healthcare,Direct,36.96,10,4,22,14,3856,Basic,1,35,0,5,0
CUST-02969,2023-02-28,Enterprise,Annual,Legal,Referral,615.16,16,39,20,20,10715,Standard,3,10,0,3,0
CUST-02970,2022-08-22,Business,Two-Year,Technology,Organic Search,245.86,16,41,11,19,43697,Premium,2,41,0,6,0
CUST-02971,2022-09-29,Business,Two-Year,Retail,Paid Search,321.27,3,2,17,13,33971,Standard,3,0,0,4,0
CUST-02972,2022-03-29,Professional,Annual,Legal,Organic Search,104.33,21,6,12,19,846,Basic,1,4,0,1,0
CUST-02973,2022-09-14,Business,Monthly,Manufacturing,Organic Search,266.7,7,3,11,7,4931,Standard,1,4,0,5,1
CUST-02974,2024-02-07,Business,Annual,Legal,Organic Search,295.39,2,7,18,15,25018,Premium,2,4,0,3,1
CUST-02975,2022-12-19,Professional,Monthly,Healthcare,Paid Search,120.43,10,6,14,14,2501,Basic,1,6,0,4,1
CUST-02976,2022-08-25,Professional,Monthly,Technology,Organic Search,112.56,16,9,21,8,4495,Basic,3,7,0,2,0
CUST-02977,2023-02-19,Professional,Two-Year,Legal,Organic Search,118.24,12,9,10,9,561,Standard,0,55,0,10,0
CUST-02978,2024-01-03,Starter,Monthly,Finance,Paid Search,29.4,2,8,11,9,3092,Basic,1,2,0,9,0
CUST-02979,2022-07-19,Professional,Monthly,Healthcare,Social Media,97.08,23,4,15,5,1242,Standard,2,15,0,4,0
CUST-02980,2024-03-05,Starter,Monthly,Retail,Paid Search,26.18,3,2,8,13,2344,Basic,4,7,0,5,1
CUST-02981,2022-07-28,Business,Annual,Manufacturing,Referral,264.65,8,45,12,16,45586,Standard,3,8,0,2,0
CUST-02982,2023-12-06,Business,Monthly,Retail,Organic Search,289.75,5,12,13,7,26052,Basic,1,24,0,7,1
CUST-02983,2023-04-11,Starter,Annual,Technology,Organic Search,34.52,7,8,22,20,117,Basic,3,17,2,7,0
CUST-02984,2022-02-01,Professional,Monthly,Healthcare,Paid Search,91.91,8,9,17,6,4350,Standard,2,17,0,4,0
CUST-02985,2023-08-04,Professional,Two-Year,Technology,Referral,110.49,4,3,14,15,4234,Basic,3,38,0,7,0
CUST-02986,2023-06-13,Starter,Monthly,Finance,Organic Search,35.7,12,3,12,15,1371,Standard,1,31,0,9,0
CUST-02987,2024-03-18,Starter,Two-Year,Retail,Partner,31.11,1,7,25,18,240,Basic,1,39,0,10,0
CUST-02988,2022-06-04,Enterprise,Two-Year,Technology,Paid Search,605.46,18,29,14,6,2434,Premium,2,14,1,4,0
CUST-02989,2022-07-10,Professional,Monthly,Manufacturing,Social Media,101.28,7,9,22,3,3929,Premium,2,31,1,3,1
CUST-02990,2023-10-28,Business,Monthly,Healthcare,Referral,321.13,6,27,10,14,23575,Standard,2,20,0,5,0
CUST-02991,2023-03-02,Professional,Two-Year,Retail,Referral,114.62,13,8,19,14,701,Premium,0,2,0,9,0
CUST-02992,2023-06-22,Professional,Annual,Finance,Referral,108.17,6,5,16,17,1914,Basic,3,13,3,9,0
CUST-02993,2022-11-16,Professional,Monthly,Finance,Organic Search,116.74,18,10,27,2,2310,Basic,2,1,0,5,1
CUST-02994,2023-05-06,Professional,Monthly,Finance,Referral,114.46,13,10,10,13,888,Standard,4,19,0,4,0
CUST-02995,2024-03-22,Business,Monthly,Technology,Paid Search,282.77,3,32,19,3,40968,Basic,1,2,1,10,0
CUST-02996,2022-05-04,Starter,Monthly,Legal,Referral,34.58,1,2,17,1,4063,Standard,4,3,0,9,0
CUST-02997,2022-02-03,Business,Annual,Manufacturing,Referral,247.5,6,38,11,6,23525,Premium,4,17,1,2,0
CUST-02998,2023-06-18,Professional,Annual,Retail,Referral,103.55,7,9,13,1,4058,Standard,0,0,1,1,0
CUST-02999,2022-08-04,Business,Monthly,Education,Organic Search,257.7,17,37,20,1,1879,Standard,1,5,1,7,1
CUST-03000,2022-03-23,Business,Monthly,Legal,Paid Search,230.76,15,45,18,10,19128,Standard,2,5,0,7,0
CUST-03001,2024-02-17,Starter,Monthly,Manufacturing,Paid Search,27.08,4,6,17,9,3221,Standard,3,36,0,7,1
CUST-03002,2023-06-22,Professional,Monthly,Finance,Direct,103.86,9,5,23,19,3278,Basic,1,2,0,1,0
CUST-03003,2023-04-23,Enterprise,Monthly,Marketing,Social Media,733.86,13,3,18,4,18948,Standard,2,9,0,4,0
CUST-03004,2022-05-22,Starter,Monthly,Legal,Organic Search,31.26,24,10,18,15,463,Premium,2,4,0,3,1
CUST-03005,2022-08-09,Starter,Monthly,Finance,Organic Search,33.6,3,4,18,11,2706,Standard,5,0,0,10,1
CUST-03006,2024-02-13,Starter,Annual,Finance,Partner,30.75,4,1,21,7,3433,Basic,2,2,3,9,0
CUST-03007,2024-03-17,Starter,Monthly,Education,Organic Search,34.0,1,7,27,15,3958,Premium,1,8,0,8,0
CUST-03008,2024-01-07,Business,Annual,Education,Direct,288.22,2,25,27,7,30665,Basic,0,46,0,7,0
CUST-03009,2022-01-31,Professional,Annual,Education,Paid Search,127.98,27,1,20,18,2275,Premium,2,10,0,4,0
CUST-03010,2023-08-09,Starter,Monthly,Healthcare,Organic Search,35.85,5,7,21,16,2208,Standard,2,1,0,9,0
CUST-03011,2023-06-16,Enterprise,Two-Year,Legal,Organic Search,632.75,8,6,10,4,35339,Standard,2,17,0,6,0
CUST-03012,2022-10-16,Business,Monthly,Education,Social Media,252.52,10,12,21,2,29670,Basic,2,14,0,5,0
CUST-03013,2022-12-09,Professional,Monthly,Manufacturing,Direct,105.41,9,3,24,9,449,Basic,0,12,1,2,1
CUST-03014,2023-07-14,Starter,Monthly,Technology,Organic Search,35.36,3,7,11,1,4586,Standard,1,7,0,6,1
CUST-03015,2023-08-13,Business,Monthly,Retail,Direct,259.78,10,39,9,11,25800,Premium,3,4,1,8,0
CUST-03016,2024-03-02,Enterprise,Annual,Retail,Organic Search,653.66,4,31,25,3,33998,Basic,2,0,0,7,0
CUST-03017,2022-08-27,Business,Monthly,Legal,Organic Search,276.64,8,35,16,8,678,Premium,2,8,0,3,0
CUST-03018,2022-11-07,Starter,Annual,Education,Paid Search,35.6,1,6,17,19,3985,Basic,3,8,0,6,0
CUST-03019,2023-07-31,Enterprise,Annual,Marketing,Paid Search,731.47,11,9,11,15,24922,Basic,6,49,0,9,0
CUST-03020,2022-09-18,Business,Annual,Finance,Social Media,310.16,17,2,10,1,23288,Basic,3,11,0,7,0
CUST-03021,2023-09-06,Professional,Annual,Technology,Partner,109.88,1,10,17,7,1541,Basic,4,6,0,6,0
CUST-03022,2022-11-17,Enterprise,Monthly,Marketing,Social Media,752.91,15,18,13,15,27731,Standard,4,66,0,2,1
CUST-03023,2022-07-22,Enterprise,Annual,Retail,Organic Search,767.88,8,22,25,20,20362,Premium,2,14,0,1,0
CUST-03024,2022-03-27,Business,Two-Year,Finance,Direct,268.7,14,46,15,2,47930,Basic,1,12,0,2,1
CUST-03025,2022-09-09,Professional,Two-Year,Finance,Referral,126.24,22,6,15,7,2094,Standard,0,33,0,7,0
CUST-03026,2023-11-06,Professional,Monthly,Technology,Organic Search,106.11,7,9,19,14,3727,Standard,2,14,0,7,0
CUST-03027,2023-06-10,Starter,Annual,Finance,Referral,33.08,10,9,6,10,1721,Standard,2,14,0,4,0
CUST-03028,2023-03-17,Starter,Annual,Legal,Direct,28.19,3,1,25,17,693,Standard,4,22,1,4,0
CUST-03029,2022-03-16,Starter,Annual,Education,Referral,34.35,8,8,25,20,722,Standard,4,9,0,6,0
CUST-03030,2022-02-23,Professional,Annual,Marketing,Referral,127.46,25,6,20,14,2878,Basic,4,11,0,1,1
CUST-03031,2024-01-10,Professional,Two-Year,Manufacturing,Organic Search,92.89,3,8,26,11,1952,Standard,1,7,0,4,0
CUST-03032,2024-03-12,Professional,Annual,Education,Direct,98.12,2,3,12,11,2082,Standard,1,0,0,1,1
CUST-03033,2022-02-18,Business,Monthly,Manufacturing,Organic Search,234.8,16,22,14,19,1767,Standard,1,11,1,4,0
CUST-03034,2023-09-30,Business,Monthly,Legal,Organic Search,244.93,3,22,18,12,46324,Basic,0,27,1,7,0
CUST-03035,2022-12-20,Starter,Monthly,Retail,Direct,31.87,15,4,26,20,4755,Standard,4,19,0,4,0
CUST-03036,2022-12-28,Professional,Annual,Manufacturing,Social Media,127.56,15,3,8,19,2786,Basic,3,6,0,9,0
CUST-03037,2023-09-09,Starter,Monthly,Legal,Direct,34.01,9,10,18,13,145,Standard,1,6,0,5,1
CUST-03038,2022-08-03,Business,Annual,Manufacturing,Organic Search,261.67,6,35,24,12,34105,Basic,3,13,0,6,0
CUST-03039,2022-12-16,Business,Monthly,Technology,Paid Search,290.29,5,38,14,15,18843,Basic,1,0,0,1,0
CUST-03040,2022-07-14,Enterprise,Two-Year,Finance,Organic Search,599.33,20,20,20,9,853,Standard,0,20,0,4,0
CUST-03041,2023-11-20,Starter,Annual,Healthcare,Organic Search,32.38,1,1,13,13,4000,Premium,2,1,0,10,0
CUST-03042,2022-05-09,Business,Annual,Healthcare,Partner,285.69,14,50,17,14,43403,Basic,0,8,0,8,1
CUST-03043,2023-01-11,Starter,Monthly,Technology,Social Media,28.22,5,2,14,1,42,Basic,3,18,0,7,0
CUST-03044,2023-08-06,Starter,Monthly,Technology,Direct,27.15,1,8,17,3,3139,Premium,2,30,0,5,1
CUST-03045,2022-08-29,Business,Two-Year,Legal,Social Media,238.88,4,14,20,10,25033,Standard,3,13,3,5,0
CUST-03046,2023-03-17,Starter,Monthly,Retail,Social Media,26.66,8,8,24,3,2094,Basic,4,20,0,2,1
CUST-03047,2023-06-30,Starter,Annual,Technology,Referral,33.76,12,2,28,2,2824,Standard,3,1,0,5,0
CUST-03048,2023-04-11,Professional,Annual,Marketing,Paid Search,102.21,13,1,21,8,3264,Standard,2,9,0,6,0
CUST-03049,2022-03-27,Enterprise,Two-Year,Technology,Direct,723.16,27,49,16,16,34685,Basic,3,84,0,7,0
CUST-03050,2022-08-08,Starter,Monthly,Education,Direct,26.15,7,1,17,20,4461,Basic,1,17,1,8,1
CUST-03051,2023-04-03,Enterprise,Monthly,Retail,Direct,651.38,6,50,29,10,46623,Basic,0,20,0,7,0
CUST-03052,2023-10-12,Starter,Annual,Technology,Organic Search,31.56,4,6,12,3,3888,Standard,3,30,3,3,0
CUST-03053,2022-02-24,Business,Annual,Education,Social Media,310.31,26,41,4,18,45309,Standard,3,6,1,7,1
CUST-03054,2022-08-26,Professional,Monthly,Legal,Partner,89.92,2,8,31,5,759,Basic,3,21,0,8,0
CUST-03055,2023-11-07,Starter,Two-Year,Manufacturing,Partner,32.65,7,7,11,12,1054,Basic,2,5,2,3,1
CUST-03056,2022-01-07,Professional,Annual,Legal,Social Media,91.98,30,9,22,9,3433,Premium,1,6,0,5,0
CUST-03057,2023-03-14,Starter,Annual,Marketing,Organic Search,36.25,9,8,21,6,2808,Basic,2,18,0,8,0
CUST-03058,2024-01-05,Professional,Annual,Retail,Referral,111.66,4,10,18,3,3178,Standard,0,2,0,7,0
CUST-03059,2024-01-28,Enterprise,Annual,Healthcare,Paid Search,695.03,1,47,8,20,23130,Standard,4,5,0,1,0
CUST-03060,2022-04-10,Business,Two-Year,Legal,Referral,259.07,20,41,15,5,14653,Basic,3,0,0,5,0
CUST-03061,2022-04-04,Starter,Monthly,Marketing,Referral,32.96,12,4,13,17,2385,Basic,1,19,2,3,0
CUST-03062,2024-03-03,Business,Two-Year,Legal,Organic Search,292.18,1,48,11,11,47162,Standard,2,33,0,7,0
CUST-03063,2023-08-13,Business,Two-Year,Technology,Paid Search,243.32,9,6,7,9,13109,Basic,3,29,0,10,0
CUST-03064,2023-06-19,Professional,Two-Year,Manufacturing,Referral,91.52,8,4,17,16,1187,Basic,2,21,0,5,0
CUST-03065,2024-02-03,Professional,Annual,Retail,Organic Search,92.84,3,7,20,16,2469,Basic,3,36,0,4,0
